ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Regular price","Sale price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _marca","Meta: _modelo","Meta: _peso_kg","Meta: _garantia_meses"
44,simple,MAQ-001,"Lápiz Labial Rojo",publish,0,visible,"Lápiz labial rojo mate de larga duración.","Lápiz labial de larga duración, color rojo intenso, hidratante.",,,5990,5090,"Belleza > Labios",,,"https://picsum.photos/seed/lapiz-labial/400/400",unlimited,,,,,,,0,,,,,,,,
15,simple,MAQ-002,"Base Líquida",publish,0,visible,"Base de maquillaje de cobertura media, acabado natural.","Base de maquillaje de cobertura media, acabado natural.",,,7990,6790,"Belleza > Rostro",,,"https://picsum.photos/seed/base-liquida/400/400",unlimited,,,,,,,0,,,,,,,,
16,simple,MAQ-003,"Máscara de Pestañas",publish,0,visible,"Máscara de pestañas con volumen y alargamiento.","Máscara de pestañas con volumen y alargamiento.",,,6990,,"Belleza > Ojos",,,"https://picsum.photos/seed/mascara-pestanas/400/400",unlimited,,,,,,,0,,,,,,,,
17,simple,MAQ-004,"Paleta de Sombras",publish,1,visible,"Paleta de 12 sombras con acabados mate y brillante.","Paleta de 12 sombras con acabados mate y brillante.",,,12990,10990,"Belleza > Ojos",,,"https://picsum.photos/seed/paleta-sombras/400/400",unlimited,,,,,,,0,,,,,,,,
18,simple,MAQ-005,"Delineador Líquido",publish,0,visible,"Delineador líquido de punta fina, a prueba de agua.","Delineador líquido de punta fina, a prueba de agua.",,,5990,,"Belleza > Ojos",,,"https://picsum.photos/seed/delineador/400/400",unlimited,,,,,,,0,,,,,,,,
19,simple,MAQ-006,Rubor,publish,0,visible,"Rubor en polvo de acabado natural.","Rubor en polvo de acabado natural.",,,6990,,"Belleza > Rostro",,,"https://picsum.photos/seed/rubor/400/400",unlimited,,,,,,,0,,,,,,,,
20,simple,MAQ-007,Iluminador,publish,0,visible,"Iluminador líquido de acabado dorado.","Iluminador líquido de acabado dorado.",,,7990,6790,"Belleza > Rostro",,,"https://picsum.photos/seed/iluminador/400/400",unlimited,,,,,,,0,,,,,,,,
21,simple,MAQ-008,"Esmalte de Uñas",publish,0,visible,"Esmalte de uñas de larga duración.","Esmalte de uñas de larga duración.",,,4990,,"Belleza > Uñas",,,"https://picsum.photos/seed/esmalte-unas/400/400",unlimited,,,,,,,0,,,,,,,,
22,simple,MAQ-009,Corrector,publish,0,visible,"Corrector de ojeras de cobertura media.","Corrector de ojeras de cobertura media.",,,5990,,"Belleza > Rostro",,,"https://picsum.photos/seed/corrector/400/400",unlimited,,,,,,,0,,,,,,,,
23,simple,MAQ-010,"Brocha para Polvos",publish,0,visible,"Brocha grande para aplicar polvos sueltos.","Brocha grande para aplicar polvos sueltos.",,,8990,,"Belleza > Accesorios",,,"https://picsum.photos/seed/brocha-polvos/400/400",unlimited,,,,,,,0,,,,,,,,
24,simple,ELEC-001,"Auriculares Inalámbricos",publish,1,visible,"Auriculares Bluetooth inalámbricos con estuche.","Auriculares Bluetooth inalámbricos con estuche.",,,24990,21990,"Tecnología > Auriculares",,,"https://picsum.photos/seed/auriculares-bt/400/400",unlimited,,,,,,,0,,,,,,,,
25,simple,ELEC-002,"Cargador USB-C",publish,0,visible,"Cargador rápido USB-C de 20W.","Cargador rápido USB-C de 20W.",,,9990,,"Tecnología > Cables y Cargadores",,,"https://picsum.photos/seed/cargador-usbc/400/400",unlimited,,,,,,,0,,,,,,,,
26,simple,ELEC-003,"Cable Lightning",publish,0,visible,"Cable de carga Lightning de 1 metro.","Cable de carga Lightning de 1 metro.",,,4990,,"Tecnología > Cables y Cargadores",,,"https://picsum.photos/seed/cable-lightning/400/400",unlimited,,,,,,,0,,,,,,,,
27,simple,ELEC-004,"Soporte Móvil",publish,0,visible,"Soporte ajustable para celular y tablet.","Soporte ajustable para celular y tablet.",,,6990,,"Tecnología > Accesorios",,,"https://picsum.photos/seed/soporte-movil/400/400",unlimited,,,,,,,0,,,,,,,,
28,simple,ELEC-005,"Reloj Inteligente",publish,1,visible,"Smartwatch con monitoreo de salud y fitness.","Smartwatch con monitoreo de salud y fitness.",,,29990,26990,"Tecnología > Wearables",,,"https://picsum.photos/seed/smartwatch/400/400",unlimited,,,,,,,0,,,,,,,,
29,simple,ELEC-006,"Cámara Web HD",publish,0,visible,"Cámara web HD para videollamadas.","Cámara web HD para videollamadas.",,,19990,,"Tecnología > Accesorios",,,"https://picsum.photos/seed/camara-web/400/400",unlimited,,,,,,,0,,,,,,,,
30,simple,ELEC-007,"Parlante Bluetooth",publish,1,visible,"Parlante Bluetooth portátil con bajo profundo.","Parlante Bluetooth portátil con bajo profundo.",,,18990,16990,"Tecnología > Auriculares",,,"https://picsum.photos/seed/parlante-bt/400/400",unlimited,,,,,,,0,,,,,,,,
31,simple,ELEC-008,"Mouse Inalámbrico",publish,0,visible,"Mouse inalámbrico ergonómico de bajo ruido.","Mouse inalámbrico ergonómico de bajo ruido.",,,8990,,"Tecnología > Accesorios",,,"https://picsum.photos/seed/mouse-wireless/400/400",unlimited,,,,,,,0,,,,,,,,
32,simple,ELEC-009,"Teclado Bluetooth",publish,0,visible,"Teclado Bluetooth compacto y silencioso.","Teclado Bluetooth compacto y silencioso.",,,14990,,"Tecnología > Accesorios",,,"https://picsum.photos/seed/teclado-bt/400/400",unlimited,,,,,,,0,,,,,,,,
33,simple,ELEC-010,"Power Bank 10000mAh",publish,0,visible,"Batería externa portátil de 10000mAh rápida.","Batería externa portátil de 10000mAh rápida.",,,15990,,"Tecnología > Cables y Cargadores",,,"https://picsum.photos/seed/power-bank/400/400",unlimited,,,,,,,0,,,,,,,,
34,simple,ELE-001,"Hervidor Eléctrico",publish,0,visible,"Hervidor eléctrico de 1.5 litros de acero inoxidable.","Hervidor eléctrico de 1.5 litros de acero inoxidable.",,,19990,17990,"Electrodomésticos > Cocina",,,"https://picsum.photos/seed/hervidor/400/400",unlimited,,,,,,,0,,,,,,,,
35,simple,ELE-002,"Batidora Manual",publish,0,visible,"Batidora eléctrica con 5 velocidades.","Batidora eléctrica con 5 velocidades.",,,15990,,"Electrodomésticos > Cocina",,,"https://picsum.photos/seed/batidora/400/400",unlimited,,,,,,,0,,,,,,,,
36,simple,ELE-003,"Mini Aspiradora",publish,0,visible,"Mini aspiradora recargable portátil.","Mini aspiradora recargable portátil.",,,17990,,"Electrodomésticos > Limpieza",,,"https://picsum.photos/seed/aspiradora-mini/400/400",unlimited,,,,,,,0,,,,,,,,
37,simple,ELE-004,"Cafetera de Goteo",publish,1,visible,"Cafetera de goteo para 12 tazas automática.","Cafetera de goteo para 12 tazas automática.",,,24990,22990,"Electrodomésticos > Cocina",,,"https://picsum.photos/seed/cafetera/400/400",unlimited,,,,,,,0,,,,,,,,
38,simple,ELE-005,"Licuadora Personal",publish,0,visible,"Licuadora portátil para batidos y smoothies.","Licuadora portátil para batidos y smoothies.",,,14990,,"Electrodomésticos > Cocina",,,"https://picsum.photos/seed/licuadora/400/400",unlimited,,,,,,,0,,,,,,,,
39,simple,ELE-006,"Plancha de Vapor",publish,0,visible,"Plancha de vapor de 1500W con suela antiadherente.","Plancha de vapor de 1500W con suela antiadherente.",,,12990,,"Electrodomésticos > Limpieza",,,"https://picsum.photos/seed/plancha/400/400",unlimited,,,,,,,0,,,,,,,,
40,simple,ELE-007,Tostadora,publish,0,visible,"Tostadora eléctrica con 6 niveles de tostado.","Tostadora eléctrica con 6 niveles de tostado.",,,17990,,"Electrodomésticos > Cocina",,,"https://picsum.photos/seed/tostadora/400/400",unlimited,,,,,,,0,,,,,,,,
41,simple,ELE-008,"Ventilador de Escritorio",publish,0,visible,"Ventilador de escritorio silencioso y potente.","Ventilador de escritorio silencioso y potente.",,,9990,,"Electrodomésticos > Pequeños",,,"https://picsum.photos/seed/ventilador/400/400",unlimited,,,,,,,0,,,,,,,,
42,simple,ELE-009,"Secador de Pelo",publish,0,visible,"Secador de pelo de 1800W con difusor incluido.","Secador de pelo de 1800W con difusor incluido.",,,21990,,"Electrodomésticos > Pequeños",,,"https://picsum.photos/seed/secador-pelo/400/400",unlimited,,,,,,,0,,,,,,,,
43,simple,ELE-010,"Robot Aspirador",publish,1,visible,"Robot aspirador inteligente con mapeo láser.","Robot aspirador inteligente con mapeo láser.",,,59990,53990,"Electrodomésticos > Limpieza",,,"https://picsum.photos/seed/robot-aspirador/400/400",unlimited,,,,,,,0,,,,,,,,
